"1859","","0","0"
"1860","","0","0"
"1861","","0","0"
"1862","","0","0"
"1863","","0","0"
"1864","","0","0"
"1865","","0","0"
"1866","","0","0"
"1867","","0","0"
"1868","","0","0"
"1869","","0","0"
"1870","","0","0"
"1871","","0","0"
"1872","","0","0"
"1873","","0","0"
"1874","","0","0"
"1875","","0","0"
"1876","","0","0"
"1877","","0","0"
"1878","","0","0"
"1879","","0","0"
"1880","","0","0"
"1881","","0","0"
"1882","","0","0"
"1883","","0","0"
"1884","","0","0"
"1885","","0","0"
"1886","","0","0"
"1887","","0","0"
"1888","","0","0"
"1889","","0","0"
"1890","","0","0"
"1891","","0","0"
"1892","","0","0"
"1893","","0","0"
"1894","","0","0"
"1895","","0","0"
"1896","","0","0"
"1897","","0","0"
"1898","","0","0"
"1899","","0","0"
"1900","","0","0"
"1901","","0","0"
"1902","","0","0"
"1903","","0","0"
"1904","","0","0"
"1905","","0","0"
"1906","","0","0"
"1907","","0","0"
"1908","","0","0"
"1909","","0","0"
